Subject,Predicate,Object
SaturationAdiabaticDeclineRate,comment,饱和绝热递减率是指在饱和状态下，当空气上升或下降时，温度随着高度的变化率。这个递减率与水汽的存在有关，因为水汽在饱和状态下会释放潜热，影响温度的变化。
Mitochondria,comment,线粒体是一种存在于大多数真核细胞中的由两层膜包被的细胞器，直径在0.5到10微米左右。除了溶组织内阿米巴、蓝氏贾第鞭毛虫以及几种微孢子虫外，大多数真核细胞或多或少都拥有线粒体，但它们各自拥有的线粒体在大小、数量及外观等方面上都有所不同。这种细胞器拥有自身的遗传物质和遗传体系，但因其基因组大小有限，所以线粒体是一种半自主细胞器。线粒体是细胞内氧化磷酸化和合成三磷酸腺苷（ATP）的主要场所，为细胞的活动提供了化学能量。除了为细胞供能外，线粒体还参与诸如细胞分化、细胞信息传递和细胞凋亡等过程，并拥有调控细胞生长和细胞周期的能力。
TotalIndex,subClassOf,StabilityWeatherIndex
EcologicalThreshold,source,维基百科
ForestAssessment,hasChineseName,森林评估
Minerally,source,GCMDsciencekeywords_v16.0
SixMajorSectors,type,Class
AirQualityIndicator,subClassOf,AirQualityEvaluation
SurfaceAlbedo,hasChineseName,地表反照率
ConvergenceFog,type,Class
WaterPollution,comment,水质污染是指对水体（湖泊、河流、海洋、含水层及地下水等）的污染。若污染物没有经过处理去除有害物质，就直接或是间接的排放到水中，就会引起水质污染，造成环境退化。水质污染会影响整个生态系，包括水体内的所有动植物。这类的影响不只是针对个别物种或是特别地区的一些生物，也会对整个自然界造成影响。
HumidityIndexType,source,GCMDsciencekeywords_v16.0、《地球系统科学数据资源体系研究》
TerrestrialEcosystemEcologicalFunctionalZoning,comment,陆地生态系统的生态功能区划是为了更好地管理和保护生态系统而将特定区域划分为不同的功能区，以适应不同的生态目标和需求。
TropicalStormWindRadius,subClassOf,TropicalStormMotion
ImprisoningFront,hasChineseName,囚锢锋
Nd1cf6c4aa89c4ba38f880a9b61112c0d,onProperty,hasPart
BarometricTendency,subClassOf,BarometricObservation
LoessSinkhole,hasChineseName,黄土陷穴
SeawaterTurbulence,subClassOf,OceanMotionType
Carnivore,hasChineseName,肉食动物
IceSnowMeltingPoint,hasChineseName,冰雪熔点
FungalEcology,source,《地理辞典》
AnimalEcologicalGroup,type,Class
LandNaturalAttribute,source,《地理辞典》
ShoreProtectionForest,subClassOf,CoastalProtectionForest
MajorSnow,type,Class
MentalAndMentalHealth,comment,精神及心理卫生关注人的精神健康和心理健康，包括焦虑、抑郁、心理障碍等问题。
Joint,subClassOf,FaultStructure
MeteoriteMagnetism,subClassOf,MeteoritePhysicalProperties
CirqueGlacier,type,Class
N1318c3fb217f4a22993185a980370780,onProperty,partOf
Lithosphere,comment,岩石圈位于地球的表层，薄而坚硬。岩石圈在软流圈之上，包含部分上地函和地壳。地壳在地幔之上，由莫氏不连续面作为分界。根据板块构造学说，岩石圈并非整体一块，而是由许多板块组成。
AbundantWaterYear,source,《地理辞典》
RockViscosity,hasChineseName,岩石黏度
AquiferDepth,type,Class
FaultZone,subClassOf,MidOceanRidgeLandform
Capsid,subClassOf,ViralStructure
WeightedAnomalyNormalizedPrecipitationIndex,altLabel,加权异常标准化降水指数是标准化降水指数的一种扩展，它考虑了不同时间和地点的降水数据的权重，以更好地反映地区降水情况的差异。这个指数通常用于更复杂的降水分析。
CoordinateReferenceSystem,subClassOf,Geodesy
TectonicLake,subClassOf,LakeGenesisType
ForecastPrecipitationIndex,comment,预报降水指数是根据气象预报数据和模型来估计未来一段时间内的降水量。这对于决策制定和应对气象变化非常重要。
TropicalDesertClimate,subClassOf,Nb696edc365314b05bd28756bb56ab8c5
NeutralLayer,comment,中性层是指大气中的某个区域，在这个区域内，温度随着高度的增加变化较小，不会显著影响对流活动。这种情况下，大气通常表现出较为平稳的特征。
Collapse,hasChineseName,崩塌
PlateauGlacier,type,Class
OrganismInterspecificRelationship,type,Class
PyroclasticRock,subClassOf,VolcanicRock
SurfaceTemperature,type,Class
N29bce07641b84281b42aaed6bf3d19b9,someValuesFrom,KarstFunnel
GlobalDrinkingWaterQualityIndex,type,Class
NormalizedLatitudeCoordinateSystem,hasChineseName,归化纬度坐标系
LavaObservation,source,GCMDsciencekeywords_v16.0
WaveSpeed,subClassOf,WaveFeature
Omnivore,comment,杂食性动物是以植物、肉类、菌类、蜂蜜等为食的动物，因此对周遭环境有着较强的适应力。值得注意的是，有些动物的生理结构虽属杂食性，但生活习性却倾向于植食性动物或肉食性动物。另外植食性动物和肉食性动物在特定情况出现下，会出现一些违反食性的行为，但不能因此说它们是杂食性动物。杂食性亦不等于食谱广，机会主义的植食性和肉食性动物，食谱均比某些杂食性动物更为广泛。
ChemotrophicHeterotrophicType,type,Class
WetlandWaterSource,type,Class
TreeRing,source,《地球系统科学数据资源体系研究》
LowTide,type,Class
TornadoPathWidth,hasChineseName,龙卷风路径宽度
HumanActivityZoning,source,《地球系统科学数据资源体系研究》
FreezingSpeed,comment,结冰速度是指冰层的形成速度，它取决于降水的速度和冷却速度。
NaturalEcosystem,type,Class
WaterMold,type,Class
CommunityStructure,comment,群落结构是指一个生态群落中不同物种的数量、分布、大小和相互关系等特征。群落结构反映了生态系统中各个物种之间的相互作用和竞争关系。
MacquarieEarthquakeIntensity,source,维基百科
Marble,subClassOf,TypicalMetamorphicRock
ColdTemperateEvergreenConiferousForestAndMixedForest,type,Class
SouthernOscillation,subClassOf,ElNino-LaNinaPhenomenon
Shale,source,《地理辞典》
ForestEcosystem,comment,森林生态系统是由树木、植被、动物和微生物组成的复杂系统。它们提供氧气、吸收二氧化碳、维护生物多样性，同时也为人类提供木材、食物和生态服务。
StationHeight,comment,台站高度是指气象观测站点位于地球表面以上的高度。这个高度信息通常在气象观测中使用，因为地形和海拔高度可以影响天气和气象数据。台站高度是确定气象站点的特定位置的重要参数之一。
AtmosphericWind,source,GCMDsciencekeywords_v16.0、《地球系统科学数据资源体系研究》、《地理辞典》、《地球系统研究与科学数据》、SWEET、维基百科
AntigenicShift,type,Class
SurfaceWaterBasinEvaporation,hasChineseName,地表水流域蒸发
BodyWaveMagnitude,subClassOf,EarthquakeMagnitude
N751b600ff0194df4a939392e98e298af,type,Restriction
N1940cff8ee814a2eb2c9c03ca2be8507,someValuesFrom,TropicalDesertClimate
N610b2d6bc1824864bcab13079a97568b,someValuesFrom,GlacialErosion
SeaBreezeMotionType,hasChineseName,海风运动类型
AridForest,comment,干旱林地位于干旱地区，包括适应低水分条件的树木和灌木，它们具有耐旱的特性。
SoilFertility,comment,土壤肥力是指土壤支持农作物生长的能力，即：为农作物提供生长的土地，并使得土地资源可持续使用，产出高品质的作物。土壤肥力高的土地需要具有以下两个特征：能够提供植物所必需的营养，以及能够促使植物生长的足量土层水分。没有妨碍植物生长的有害物质。
OrthometamorphicRock,subClassOf,MetamorphicRockTypesClassification
SpiceCrop,comment,香料作物指种植用于提取香料的作物，如香草、肉桂等。
SeawaterAbsorption,hasChineseName,海水吸收
AccidentalInjury,hasChineseName,意外伤害
Meadow,subClassOf,LandUseType
N1b78170fcb0e4efaa749fd109a1a0e93,type,Restriction
Ion,hasChineseName,离子
InundationFrequency,source,GCMDsciencekeywords_v16.0
Ascidiacea,source,维基百科
DynamicMetamorphism,comment,动力变质作用是另一种变质作用类型，它主要受高压影响，岩石在高压条件下发生物理变化，而温度相对较低。这种类型的变质作用通常发生在构造断裂带或地壳深部。
ForestCarbonStorage,hasChineseName,森林碳储量
TerrestrialEcosystemBiologicalIndicator,hasChineseName,陆地生态系统生物指标
Nd5da696462aa4d059fdd4355d67dc9d4,someValuesFrom,TidalFlow
WaterConductivity,source,GCMDsciencekeywords_v16.0、《地球系统科学数据集成共享研究：标准视角》、SWEET
SupratidalWetland,subClassOf,CoastalWetland
SeawaterSpecificVolume,type,Class
IceAndSnowWeather,subClassOf,Snow
HorticulturalCrop,subClassOf,CashCrop
Lake,type,Class
CationExchangeCapacity,source,GCMDsciencekeywords_v16.0、《地球系统研究与科学数据》、《地球系统科学数据集成共享研究：标准视角》、维基百科
GlacialErosionType,subClassOf,GlacialGeomorphologyType
SnowTemperature,type,Class
SeaIceThickness,hasChineseName,海冰冰层厚度
IceMist,comment,冰雾是一种由悬浮在空气中的细小冰晶组成的雾。它只出现在寒冷地区（例如中国的漠河、美国的阿拉斯加以及南北极），且基本上大气温度要低于液态水的凝点、湿度必须接近100%时才有可能出现。
Snow,hasChineseName,雪
Archaea,hasChineseName,古细菌
ShieldVolcano,comment,盾状火山具有宽广缓和的斜坡，底部较大，整体看来就像是一个盾牌。此种火山通常由玄武岩岩浆构成，流动性高，黏滞性较低，故能够分布在很大的区域，才能形成宽广的山形。盾状火山锥是由一层层的岩流，流到火山周围而形成。
InducedEarthquake,hasChineseName,诱发地震
PrecipitableWater,source,GCMDsciencekeywords_v16.0
N295208a00fe74052a2e9ed3e025a0cd2,someValuesFrom,SeawaterEvaporation
SoilOrganicMatter,type,Class
ChlorophyllContent,type,Class
AtmosphericAbsorption,subClassOf,AtmosphericRadiation
ConvectionInhibitionIndex,source,GCMDsciencekeywords_v16.0
LandscapeMeteorologyClimate,comment,气候和天气条件对旅游体验有重要影响。温暖的阳光、适中的降雨和宜人的气温吸引游客前来度假胜地。
RiverNetwork,subClassOf,RiverSystem
ElNino-LaNinaPhenomenon,source,维基百科
InorganicDissolvedSolid,hasChineseName,无机溶解固体
StandardizedPrecipitationEvapotranspirationIndex,type,Class
RegionalClimateLevel,source,GCMDsciencekeywords_v16.0
SurfaceParameter,hasChineseName,地表参数
SubmarineTopography,subClassOf,MarineTopographyGeomorphology
Ndd3dc5f877f747f0a7a4598001f05d81,type,Restriction
NeutralLayer,type,Class
NativePlant,type,Class
SeawaterEvaporation,source,GCMDsciencekeywords_v16.0、SWEET、维基百科
CoralReefCoast,hasChineseName,珊瑚礁海岸
AirVisibility,source,SWEET、维基百科
Pucciniomycotina,comment,柄锈菌亚门是属于担子菌门的一个亚门。据《真菌词典》统计，该亚门共包括8个纲、18个目、36个科。
AridShrub,subClassOf,SpecialEnvironmentalVegetationType
CloudMassFlux,hasChineseName,云质量通量
Mineralization,hasChineseName,成矿作用
SoilWindErosion,source,《地理辞典》
N6aa291fb193e4100810b4804ba9dce1e,type,Restriction
IntercellularLayer,source,维基百科
SpecificHumidity,subClassOf,HumidityMeasurement
OrdovicianStrata,source,《地球系统科学数据资源体系研究》
WaterPH,subClassOf,WaterQualityChemicalDetectionIndicator
River,type,Class
TropicalCycloneFrequency,subClassOf,TropicalDepressionMotion
CoastalAccumulationLandformType,subClassOf,CoastalGeomorphologyType
Fossil,type,Class
GroundwaterInfiltrationFrequency,subClassOf,GroundwaterInfiltration
SurfaceReflectionCoefficient,source,《地球系统科学数据资源体系研究》
LocalSettlementTrend,source,GCMDsciencekeywords_v16.0
ElectricalAbnormalities,type,Class
CoordinateReferenceSystem,hasChineseName,坐标参考系
IceNucleus,comment,冰核是一种在大气中充当冰晶形成核的粒子。
Petroleum,subClassOf,NonRenewableEnergy
CoastalProcess,subClassOf,OceanProcess
SoilTraceGases,hasChineseName,土壤微量气体
CalciumIon,source,《地球系统科学数据资源体系研究》
MineralDistribution,type,Class
AtmosphericInverseRadiation,hasChineseName,大气逆辐射
WaterVaporDivergence,source,GCMDsciencekeywords_v16.0
CurvatureRadius,comment,曲率半径是指地球表面上特定点处的曲率半径，即地球曲面在该点上的半径大小。由于地球不是平坦的，其曲率在不同位置和方向上都有所不同。
MeteoriteMagnetism,source,GCMDsciencekeywords_v16.0
SteamTypeGeothermalEnergy,subClassOf,GeothermalType
EarthquakeFloodDisasters,comment,地震水灾是指地震引发的水灾或洪水事件。它可能由多种原因引发，包括地震导致的地表破裂形成堰塞湖、地下水位上升、海啸等。这些水灾可能对周围的社区和基础设施造成严重破坏。
PrecipitationDuration,subClassOf,PrecipitationMeasurement
IndicatingSpecies,hasChineseName,指示物种
AMIndex,comment,AM指数是描述地球磁场活动的一个指标，它是对北极地区和中纬度地区磁场数据的合成。AM指数通常用于研究太阳活动引发的地磁暴。
